CO2_Zone_1,dz1,CO2_Zone_2,dz2,CO2_Zone_3,dz3,CO2_Zone_4,dz4,CO2_Zone_5,dz5,CO2_Zone_6,dz6,temp_f,press_f,humid_f,pass_f,class_0,class_1,class_2,class_3,class_4
1026.113295,3.744092877,1028.364937,3.739912548,1029.83028,3.735736364,1030.193569,3.731564115,1030.473489,3.727396472,1031.097941,3.723233712,22,80,0.11548,140,1,0,0,0,0
1029.831537,3.718242657,1032.079029,3.71409119,1033.540224,3.70994384,1033.899369,3.705800397,1034.175151,3.70166153,1034.795468,3.69752751,22,80,0.11548,140,1,0,0,0,0
1033.524108,3.692570915,1035.767477,3.688448112,1037.224554,3.684329397,1037.579584,3.680214562,1037.851255,3.67610427,1038.467467,3.671998794,22,80,0.11548,140,1,0,0,0,0
1037.191185,3.667076421,1039.430459,3.662982083,1040.883445,3.658891804,1041.234389,3.65480538,1041.501978,3.650723467,1042.114113,3.646646336,22,80,0.11548,140,1,0,0,0,0
1040.832943,3.641757949,1043.068151,3.63769188,1044.517075,3.633629842,1044.863961,3.629571631,1045.127496,3.625517902,1045.735582,3.621468921,22,80,0.11548,140,1,0,0,0,0
1044.449557,3.616614284,1046.680727,3.612576289,1048.125618,3.608542296,1048.468473,3.604512105,1048.727983,3.600486364,1049.332048,3.596465338,22,80,0.11548,140,1,0,0,0,0
1048.041201,3.59164422,1050.268361,3.587634104,1051.709246,3.583627964,1052.048098,3.579625599,1052.30361,3.575627652,1052.903682,3.571634389,22,80,0.11548,140,1,0,0,0,0
1051.608048,3.566846558,1053.831225,3.562864129,1055.268131,3.558885648,1055.603009,3.554910917,1055.854551,3.550940573,1056.450657,3.546974881,22,80,0.11548,140,1,0,0,0,0
1055.150268,3.542220106,1057.36949,3.538265174,1058.802445,3.534314162,1059.133376,3.530366873,1059.380975,3.526423942,1059.973143,3.522485631,22,80,0.11548,140,1,0,0,0,0
1058.668032,3.517763684,1060.883326,3.513836058,1062.312358,3.509912325,1062.639368,3.505992289,1062.883051,3.502076582,1063.471308,3.498165462,22,80,0.11548,140,1,0,0,0,0
1062.161508,3.493476117,1064.372902,3.489575608,1065.798037,3.485678966,1066.121154,3.481785996,1066.360949,3.477897324,1066.945321,3.474013207,22,80,0.11548,140,1,0,0,0,0
1065.630864,3.469356239,1067.838385,3.465482661,1069.25965,3.461612922,1069.578901,3.45774683,1069.814834,3.453885007,1070.395349,3.450027707,22,80,0.11548,140,1,0,0,0,0
